Date	Type	Title	Info	Currency	Amount	Fees & Taxes	Net
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160804073	GBP	--	-£0.26	-£0.26
02 January, 2024	Fee	Transaction fee: Custom Pet Bookmark with Photo,Personali...	Order #3160804073	GBP	--	-£0.39	-£0.39
02 January, 2024	Fee	Processing fee	Order #3160804073	GBP	--	-£0.60	-£0.60
02 January, 2024	Sale	Payment for Order #3160804073		GBP	£10.06	--	£10.06
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593473898	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593473898	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168821442	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3917201047	GBP	--	-£0.16	-£0.16
02 January, 2024	Fee	Regulatory Operating fee	Order #3168821442	GBP	--	-£0.06	-£0.06
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168821442	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3168821442	GBP	--	-£0.78	-£0.78
02 January, 2024	Fee	Processing fee	Order #3168821442	GBP	--	-£0.90	-£0.90
02 January, 2024	Sale	Payment for Order #3168821442		GBP	£17.42	--	£17.42
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168805940	GBP	--	-£0.24	-£0.24
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3168805940	GBP	--	-£0.57	-£0.57
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.02	-£0.02
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.11	-£0.11
02 January, 2024	VAT	VAT: transaction	transaction: 3917180553	GBP	--	-£0.20	-£0.20
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3168805940	GBP	--	-£2.83	-£2.83
02 January, 2024	Fee	Regulatory Operating fee	Order #3168805940	GBP	--	-£0.08	-£0.08
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168805940	GBP	--	-£0.55	-£0.55
02 January, 2024	Fee	Transaction fee: Personalised Photo Night Light,Custom Na...	Order #3168805940	GBP	--	-£0.98	-£0.98
02 January, 2024	Tax	Sales tax paid by buyer	Order #3168805940	GBP	--	-£1.17	-£1.17
02 January, 2024	Fee	Processing fee	Order #3168805940	GBP	--	-£1.19	-£1.19
02 January, 2024	Sale	Payment for Order #3168805940		GBP	£24.72	--	£24.72
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1584918499	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1584918499	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168745230	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3168745230	GBP	--	-£0.42	-£0.42
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3168745230	GBP	--	-£2.08	-£2.08
02 January, 2024	VAT	VAT: transaction	transaction: 3916401944	GBP	--	-£0.16	-£0.16
02 January, 2024	Fee	Regulatory Operating fee	Order #3168745230	GBP	--	-£0.06	-£0.06
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168745230	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3168745230	GBP	--	-£0.78	-£0.78
02 January, 2024	Fee	Processing fee	Order #3168745230	GBP	--	-£0.89	-£0.89
02 January, 2024	Sale	Payment for Order #3168745230		GBP	£17.37	--	£17.37
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168694664	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3917033089	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3168694664	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168694664	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3168694664	GBP	--	-£0.75	-£0.75
02 January, 2024	Fee	Processing fee	Order #3168694664	GBP	--	-£0.88	-£0.88
02 January, 2024	Sale	Payment for Order #3168694664		GBP	£16.90	--	£16.90
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3160594161	GBP	--	-£0.27	-£0.27
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.02	-£0.02
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.12	-£0.12
02 January, 2024	VAT	VAT: transaction	transaction: 3916257194	GBP	--	-£0.20	-£0.20
02 January, 2024	Fee	Regulatory Operating fee	Order #3160594161	GBP	--	-£0.08	-£0.08
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160594161	GBP	--	-£0.58	-£0.58
02 January, 2024	Fee	Transaction fee: Custom Photo Acrylic Lamp Song Plaque,Be...	Order #3160594161	GBP	--	-£0.98	-£0.98
02 January, 2024	Tax	Sales tax paid by buyer	Order #3160594161	GBP	--	-£4.33	-£4.33
02 January, 2024	Fee	Processing fee	Order #3160594161	GBP	--	-£1.33	-£1.33
02 January, 2024	Sale	Payment for Order #3160594161		GBP	£28.37	--	£28.37
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1570750588	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1570750588	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168624468	GBP	--	-£0.21	-£0.21
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.08	-£0.08
02 January, 2024	Fee	Regulatory Operating fee	Order #3168624468	GBP	--	-£0.06	-£0.06
02 January, 2024	VAT	VAT: transaction	transaction: 3916244084	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168624468	GBP	--	-£0.39	-£0.39
02 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3168624468	GBP	--	-£0.74	-£0.74
02 January, 2024	Tax	Sales tax paid by buyer	Order #3168624468	GBP	--	-£3.49	-£3.49
02 January, 2024	Fee	Processing fee	Order #3168624468	GBP	--	-£1.04	-£1.04
02 January, 2024	Sale	Payment for Order #3168624468		GBP	£20.94	--	£20.94
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
02 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3114767862	GBP	--	£0.05	£0.05
02 January, 2024	VAT	VAT: transaction credit	transaction credit: 3848487810	GBP	--	£0.13	£0.13
02 January, 2024	Fee	Credit for transaction fee on Personalised Name Night Light for Baby,A...	Order #3114767862	GBP	--	£0.65	£0.65
02 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.08	£0.08
02 January, 2024	Fee	Credit for transaction fee on shipping	Order #3114767862	GBP	--	£0.39	£0.39
02 January, 2024	VAT	VAT: Processing Fee	order: 3114767862	GBP	--	£0.19	£0.19
02 January, 2024	Fee	Credit for processing fee	Order #3114767862	GBP	--	£0.97	£0.97
02 January, 2024	Tax	Refund to buyer for sales tax	Order #3114767862	GBP	--	£3.20	£3.20
02 January, 2024	Refund	Refund to buyer for Order #3114767862		GBP	-£19.20	--	-£19.20
02 January, 2024	VAT	VAT: Processing Fee	Order #3160518819	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3160518819	GBP	--	-£0.40	-£0.40
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916855131	GBP	--	-£0.15	-£0.15
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3160518819	GBP	--	-£2.02	-£2.02
02 January, 2024	Fee	Regulatory Operating fee	Order #3160518819	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160518819	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Name Night Light,Bear Baby ...	Order #3160518819	GBP	--	-£0.74	-£0.74
02 January, 2024	Fee	Processing fee	Order #3160518819	GBP	--	-£0.87	-£0.87
02 January, 2024	Sale	Payment for Order #3160518819		GBP	£16.80	--	£16.80
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1554859577	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1554859577	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168543342	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916138020	GBP	--	-£0.16	-£0.16
02 January, 2024	Fee	Regulatory Operating fee	Order #3168543342	GBP	--	-£0.06	-£0.06
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168543342	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3168543342	GBP	--	-£0.78	-£0.78
02 January, 2024	Sale	Payment for Order #3168543342		GBP	£17.42	--	£17.42
02 January, 2024	Fee	Processing fee	Order #3168543342	GBP	--	-£0.90	-£0.90
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168539880	GBP	--	-£0.43	-£0.43
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.03	-£0.03
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.14	-£0.14
02 January, 2024	VAT	VAT: transaction	transaction: 3916133290	GBP	--	-£0.25	-£0.25
02 January, 2024	VAT	VAT: transaction	transaction: 3916829255	GBP	--	-£0.25	-£0.25
02 January, 2024	Fee	Regulatory Operating fee	Order #3168539880	GBP	--	-£0.16	-£0.16
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168539880	GBP	--	-£0.68	-£0.68
02 January, 2024	Fee	Transaction fee: Personalised Pet Photo Blanket,Custom Do...	Order #3168539880	GBP	--	-£1.26	-£1.26
02 January, 2024	Fee	Transaction fee: Personalised Pet Photo Blanket,Custom Do...	Order #3168539880	GBP	--	-£1.26	-£1.26
02 January, 2024	Fee	Processing fee	Order #3168539880	GBP	--	-£2.16	-£2.16
02 January, 2024	Sale	Payment for Order #3168539880		GBP	£49.08	--	£49.08
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1609765853	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1609765853	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1609765853	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1609765853	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3160487041	GBP	--	-£0.20	-£0.20
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.08	-£0.08
02 January, 2024	VAT	VAT: transaction	transaction: 3916117592	GBP	--	-£0.14	-£0.14
02 January, 2024	Fee	Regulatory Operating fee	Order #3160487041	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160487041	GBP	--	-£0.39	-£0.39
02 January, 2024	Fee	Transaction fee: Personalised Baby Night Light,Cute Anima...	Order #3160487041	GBP	--	-£0.69	-£0.69
02 January, 2024	Tax	Sales tax paid by buyer	Order #3160487041	GBP	--	-£3.17	-£3.17
02 January, 2024	Fee	Processing fee	Order #3160487041	GBP	--	-£0.99	-£0.99
02 January, 2024	Sale	Payment for Order #3160487041		GBP	£19.84	--	£19.84
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1588305054	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1588305054	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168525024	GBP	--	-£0.29	-£0.29
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.02	-£0.02
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916113998	GBP	--	-£0.33	-£0.33
02 January, 2024	Fee	Regulatory Operating fee	Order #3168525024	GBP	--	-£0.10	-£0.10
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168525024	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Pet Photo Blanket,Custom Do...	Order #3168525024	GBP	--	-£1.67	-£1.67
02 January, 2024	Fee	Processing fee	Order #3168525024	GBP	--	-£1.44	-£1.44
02 January, 2024	Sale	Payment for Order #3168525024		GBP	£31.11	--	£31.11
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1609765853	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1609765853	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168510120	GBP	--	-£0.24	-£0.24
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.13	-£0.13
02 January, 2024	VAT	VAT: transaction	transaction: 3916094828	GBP	--	-£0.14	-£0.14
02 January, 2024	Fee	Regulatory Operating fee	Order #3168510120	GBP	--	-£0.06	-£0.06
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168510120	GBP	--	-£0.64	-£0.64
02 January, 2024	Fee	Transaction fee: Personalized Night Light,Rainbow Night L...	Order #3168510120	GBP	--	-£0.68	-£0.68
02 January, 2024	Tax	Sales tax paid by buyer	Order #3168510120	GBP	--	-£4.26	-£4.26
02 January, 2024	Fee	Processing fee	Order #3168510120	GBP	--	-£1.18	-£1.18
02 January, 2024	Sale	Payment for Order #3168510120		GBP	£24.56	--	£24.56
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1530660876	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1530660876	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168489844	GBP	--	-£0.25	-£0.25
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.02	-£0.02
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916068066	GBP	--	-£0.28	-£0.28
02 January, 2024	Fee	Regulatory Operating fee	Order #3168489844	GBP	--	-£0.09	-£0.09
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168489844	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Table Numbers,Wedding Table...	Order #3168489844	GBP	--	-£1.38	-£1.38
02 January, 2024	Fee	Processing fee	Order #3168489844	GBP	--	-£1.26	-£1.26
02 January, 2024	Sale	Payment for Order #3168489844		GBP	£26.62	--	£26.62
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1523125363	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1523125363	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: listing	listing: 1634610746	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1634610746	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: listing	listing: 1634610450	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1634610450	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: listing	listing: 1648781247	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1648781247	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168418664	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3168418664	GBP	--	-£0.41	-£0.41
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3168418664	GBP	--	-£2.03	-£2.03
02 January, 2024	VAT	VAT: transaction	transaction: 3916672235	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3168418664	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168418664	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Name Night Lamp for Baby,Mo...	Order #3168418664	GBP	--	-£0.75	-£0.75
02 January, 2024	Fee	Processing fee	Order #3168418664	GBP	--	-£0.88	-£0.88
02 January, 2024	Sale	Payment for Order #3168418664		GBP	£16.90	--	£16.90
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1600056649	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1600056649	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168376238	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3915920948	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3168376238	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168376238	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Personalised Name Night Light for Baby,A...	Order #3168376238	GBP	--	-£0.74	-£0.74
02 January, 2024	Fee	Processing fee	Order #3168376238	GBP	--	-£0.87	-£0.87
02 January, 2024	Sale	Payment for Order #3168376238		GBP	£16.85	--	£16.85
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1540723683	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1540723683	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3160330405	GBP	--	-£0.49	-£0.49
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.04	-£0.04
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.20	-£0.20
02 January, 2024	VAT	VAT: transaction	transaction: 3915906884	GBP	--	-£0.35	-£0.35
02 January, 2024	VAT	VAT: transaction	transaction: 3916606363	GBP	--	-£0.18	-£0.18
02 January, 2024	Fee	Regulatory Operating fee	Order #3160330405	GBP	--	-£0.18	-£0.18
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160330405	GBP	--	-£1.00	-£1.00
02 January, 2024	Fee	Transaction fee: Personalised Photo Collage LED Night Lig...	Order #3160330405	GBP	--	-£1.75	-£1.75
02 January, 2024	Fee	Transaction fee: Personalised Photo Collage LED Night Lig...	Order #3160330405	GBP	--	-£0.88	-£0.88
02 January, 2024	Fee	Processing fee	Order #3160330405	GBP	--	-£2.43	-£2.43
02 January, 2024	Sale	Payment for Order #3160330405		GBP	£55.84	--	£55.84
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1587013523	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1587013523	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1587013523	GBP	--	-£0.03	-£0.03
02 January, 2024	VAT	VAT: multi-quantity	multi-quantity: 3915906884	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1587013523	GBP	--	-£0.16	-£0.16
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1587013523	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168362704	GBP	--	-£0.18	-£0.18
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3916603085	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3168362704	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168362704	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Custom Name Night Light,Personalized Cou...	Order #3168362704	GBP	--	-£0.75	-£0.75
02 January, 2024	Sale	Payment for Order #3168362704		GBP	£16.90	--	£16.90
02 January, 2024	Fee	Processing fee	Order #3168362704	GBP	--	-£0.88	-£0.88
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1593980517	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1593980517	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168354312	GBP	--	-£0.13	-£0.13
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3168354312	GBP	--	-£0.27	-£0.27
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
02 January, 2024	VAT	VAT: transaction	transaction: 3915893082	GBP	--	-£0.10	-£0.10
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3168354312	GBP	--	-£1.37	-£1.37
02 January, 2024	Fee	Regulatory Operating fee	Order #3168354312	GBP	--	-£0.04	-£0.04
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168354312	GBP	--	-£0.26	-£0.26
02 January, 2024	Fee	Transaction fee: Persoanlised Birth Flower Baby Hair Brus...	Order #3168354312	GBP	--	-£0.48	-£0.48
02 January, 2024	Fee	Processing fee	Order #3168354312	GBP	--	-£0.66	-£0.66
02 January, 2024	Sale	Payment for Order #3168354312		GBP	£11.42	--	£11.42
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1542213021	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1542213021	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Processing Fee	Order #3168326272	GBP	--	-£0.13	-£0.13
02 January, 2024	VAT	VAT: Offsite Ads fee	order: 3168326272	GBP	--	-£0.27	-£0.27
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.05	-£0.05
02 January, 2024	VAT	VAT: transaction	transaction: 3915856978	GBP	--	-£0.10	-£0.10
02 January, 2024	Marketing	Fee for sale made through Offsite Ads	Order #3168326272	GBP	--	-£1.37	-£1.37
02 January, 2024	Fee	Regulatory Operating fee	Order #3168326272	GBP	--	-£0.04	-£0.04
02 January, 2024	Fee	Transaction fee: Shipping	Order #3168326272	GBP	--	-£0.26	-£0.26
02 January, 2024	Fee	Transaction fee: Persoanlised Birth Flower Baby Hair Brus...	Order #3168326272	GBP	--	-£0.48	-£0.48
02 January, 2024	Fee	Processing fee	Order #3168326272	GBP	--	-£0.66	-£0.66
02 January, 2024	Sale	Payment for Order #3168326272		GBP	£11.42	--	£11.42
02 January, 2024	VAT	VAT: auto-renew sold	auto-renew sold : 1557235668	GBP	--	-£0.03	-£0.03
02 January, 2024	Fee	Listing fee ($0.20 USD)	Listing #1557235668	GBP	--	-£0.16	-£0.16
02 January, 2024	VAT	VAT: Credit for Regulatory Operating fee		GBP	--	£0.01	£0.01
02 January, 2024	Fee	Credit for Regulatory Operating fee	Order #3129747503	GBP	--	£0.05	£0.05
02 January, 2024	VAT	VAT: Offsite Ads fee credit	order: 3129747503	GBP	--	£0.40	£0.40
02 January, 2024	Marketing	Credit for Offsite Ads fee	Order #3129747503	GBP	--	£2.00	£2.00
02 January, 2024	VAT	VAT: transaction credit	transaction credit: 3878313107	GBP	--	£0.15	£0.15
02 January, 2024	Fee	Credit for transaction fee on Personalised Name Night Light for Her,Cu...	Order #3129747503	GBP	--	£0.73	£0.73
02 January, 2024	VAT	VAT: shipping transaction credit		GBP	--	£0.07	£0.07
02 January, 2024	Fee	Credit for transaction fee on shipping	Order #3129747503	GBP	--	£0.35	£0.35
02 January, 2024	VAT	VAT: renew sold auto credit	renew sold auto credit: 1556470064	GBP	--	£0.03	£0.03
02 January, 2024	Fee	Credit for listing fee ($0.20 USD)	Listing #1556470064	GBP	--	£0.16	£0.16
02 January, 2024	VAT	VAT: Processing Fee	order: 3129747503	GBP	--	£0.17	£0.17
02 January, 2024	Fee	Credit for processing fee	Order #3129747503	GBP	--	£0.87	£0.87
02 January, 2024	Refund	Refund to buyer for Order #3129747503		GBP	-£16.67	--	-£16.67
02 January, 2024	VAT	VAT: Processing Fee	Order #3160274933	GBP	--	-£0.17	-£0.17
02 January, 2024	VAT	VAT: Regulatory Operating fee		GBP	--	-£0.01	-£0.01
02 January, 2024	VAT	VAT: shipping_transaction		GBP	--	-£0.07	-£0.07
02 January, 2024	VAT	VAT: transaction	transaction: 3915828014	GBP	--	-£0.15	-£0.15
02 January, 2024	Fee	Regulatory Operating fee	Order #3160274933	GBP	--	-£0.05	-£0.05
02 January, 2024	Fee	Transaction fee: Shipping	Order #3160274933	GBP	--	-£0.35	-£0.35
02 January, 2024	Fee	Transaction fee: Baby Night Light,Personalised Night Ligh...	Order #3160274933	GBP	--	-£0.74	-£0.74
02 January, 2024	Sale	Payment for Order #3160274933		GBP	£16.85	--	£16.85
02 January, 2024	Fee	Processing fee	Order #3160274933	GBP	--	-£0.87	-£0.87
